is_fraud,email__first_seen_days,phone__last_seen_days,identity_network_score,identity_risk_score
0.0,0.0,50.0,0.256,220.0
0.0,3447.0,329.0,0.337,114.0
0.0,0.0,0.0,0.654,143.0
0.0,2262.0,15.0,0.296,97.0
0.0,525.0,0.0,0.265,5.0
0.0,4163.0,46.0,0.361,23.0
0.0,0.0,0.0,0.517,83.0
0.0,0.0,0.0,0.54,289.0
0.0,3800.0,93.0,0.285,37.0
0.0,928.0,0.0,0.578,148.0
0.0,3566.0,0.0,0.325,8.0
0.0,3634.0,543.0,0.108,0.0
0.0,847.0,0.0,0.52,88.0
0.0,783.0,531.0,0.212,27.0
0.0,21.0,21.0,0.419,244.0
0.0,0.0,0.0,0.531,277.0
0.0,4109.0,0.0,0.564,9.0
1.0,902.0,0.0,0.411,214.0
0.0,3167.0,515.0,0.437,53.0
0.0,82.0,0.0,0.531,268.0
0.0,3567.0,538.0,0.078,55.0
0.0,0.0,0.0,0.481,163.0
0.0,152.0,131.0,0.584,130.0
0.0,602.0,0.0,0.406,48.0
0.0,0.0,0.0,0.512,126.0
0.0,4795.0,0.0,0.37,25.0
0.0,1915.0,0.0,0.219,81.0
0.0,5082.0,68.0,0.28,40.0
0.0,1570.0,657.0,0.121,10.0
0.0,1866.0,59.0,0.155,18.0
0.0,1242.0,303.0,0.526,190.0
0.0,3361.0,11.0,0.21,91.0
0.0,2862.0,0.0,0.528,40.0
0.0,366.0,0.0,0.422,198.0
0.0,4634.0,0.0,0.484,68.0
0.0,71.0,71.0,0.273,195.0
0.0,3582.0,0.0,0.531,168.0
0.0,51.0,50.0,0.633,259.0
0.0,0.0,0.0,0.644,311.0
0.0,1038.0,66.0,0.349,12.0
0.0,4248.0,569.0,0.222,91.0
0.0,3615.0,58.0,0.232,6.0
0.0,3537.0,873.0,0.313,7.0
0.0,4563.0,155.0,0.243,26.0
0.0,224.0,320.0,0.672,72.0
0.0,479.0,0.0,0.41,204.0
0.0,2538.0,790.0,0.141,0.0
0.0,4697.0,26.0,0.155,1.0
0.0,3632.0,0.0,0.502,19.0
0.0,1320.0,128.0,0.197,65.0
0.0,1621.0,37.0,0.621,212.0
0.0,993.0,0.0,0.129,53.0
0.0,3285.0,0.0,0.602,47.0
0.0,0.0,115.0,0.651,380.0
0.0,4520.0,0.0,0.749,97.0
0.0,4465.0,117.0,0.23,2.0
0.0,1879.0,0.0,0.538,144.0
0.0,3278.0,0.0,0.643,170.0
0.0,3511.0,28.0,0.383,73.0
0.0,717.0,717.0,0.131,21.0
0.0,2201.0,0.0,0.308,34.0
0.0,2478.0,58.0,0.26,98.0
0.0,1881.0,0.0,0.531,95.0
0.0,1352.0,0.0,0.361,92.0
0.0,0.0,0.0,0.422,81.0
0.0,1821.0,13.0,0.175,45.0
0.0,4789.0,774.0,0.159,0.0
0.0,4351.0,371.0,0.228,54.0
0.0,275.0,575.0,0.225,104.0
0.0,1166.0,517.0,0.31,10.0
0.0,1495.0,0.0,0.515,226.0
0.0,1843.0,502.0,0.233,4.0
0.0,2784.0,0.0,0.456,31.0
0.0,0.0,0.0,0.563,335.0
0.0,0.0,33.0,0.548,300.0
0.0,1722.0,0.0,0.519,115.0
0.0,4935.0,0.0,0.504,189.0
0.0,3988.0,0.0,0.497,53.0
0.0,0.0,0.0,0.578,312.0
0.0,2219.0,578.0,0.181,82.0
0.0,0.0,23.0,0.666,278.0
0.0,2927.0,685.0,0.206,21.0
0.0,3677.0,1.0,0.756,235.0
0.0,288.0,459.0,0.126,22.0
0.0,0.0,0.0,0.611,324.0
0.0,3522.0,716.0,0.152,34.0
0.0,0.0,0.0,0.531,227.0
0.0,981.0,7.0,0.583,143.0
0.0,2641.0,25.0,0.009,7.0
0.0,4939.0,559.0,0.123,30.0
0.0,0.0,0.0,0.539,140.0
0.0,3269.0,3.0,0.846,234.0
0.0,421.0,0.0,0.323,201.0
0.0,0.0,0.0,0.654,225.0
0.0,0.0,0.0,0.5,154.0
0.0,4648.0,0.0,0.531,127.0
0.0,0.0,0.0,0.531,281.0
0.0,1551.0,81.0,0.759,270.0
0.0,191.0,45.0,0.32,191.0
0.0,251.0,20.0,0.461,184.0
0.0,0.0,0.0,0.531,286.0
0.0,3452.0,334.0,0.34,24.0
0.0,3767.0,0.0,0.243,12.0
0.0,2881.0,8.0,0.58,82.0
0.0,0.0,0.0,0.548,288.0
0.0,2007.0,0.0,0.632,42.0
0.0,1449.0,443.0,0.232,15.0
0.0,0.0,673.0,0.509,282.0
0.0,3440.0,99.0,0.098,0.0
0.0,1583.0,112.0,0.234,7.0
0.0,3568.0,0.0,0.419,9.0
0.0,2001.0,85.0,0.297,119.0
0.0,4486.0,0.0,0.465,14.0
0.0,4203.0,484.0,0.08,0.0
0.0,1184.0,0.0,0.531,50.0
0.0,4303.0,0.0,0.567,213.0
0.0,0.0,174.0,0.534,296.0
0.0,1026.0,0.0,0.541,185.0
0.0,177.0,24.0,0.515,215.0
0.0,1622.0,525.0,0.391,24.0
1.0,0.0,0.0,0.541,147.0
0.0,4431.0,0.0,0.484,165.0
0.0,1430.0,0.0,0.5,81.0
0.0,2230.0,0.0,0.315,37.0
0.0,0.0,0.0,0.531,265.0
0.0,2654.0,38.0,0.174,0.0
0.0,4610.0,0.0,0.468,64.0
0.0,4160.0,48.0,0.214,46.0
0.0,0.0,0.0,0.531,288.0
0.0,2905.0,0.0,0.531,114.0
0.0,2152.0,1.0,0.254,16.0
0.0,1486.0,0.0,0.499,36.0
0.0,7.0,11.0,0.79,304.0
0.0,0.0,0.0,0.567,285.0
0.0,766.0,0.0,0.422,153.0
0.0,310.0,0.0,0.62,297.0
0.0,2631.0,0.0,0.502,81.0
0.0,3566.0,0.0,0.756,115.0
0.0,4521.0,0.0,0.346,13.0
0.0,4380.0,70.0,0.191,62.0
0.0,0.0,0.0,0.531,126.0
0.0,4608.0,0.0,0.184,7.0
0.0,2914.0,0.0,0.542,155.0
0.0,2768.0,0.0,0.531,119.0
0.0,2811.0,22.0,0.068,18.0
0.0,1770.0,0.0,0.212,7.0
0.0,4399.0,32.0,0.15,19.0
0.0,3619.0,780.0,0.122,1.0
0.0,1757.0,0.0,0.423,28.0
0.0,3237.0,108.0,0.655,108.0
0.0,2312.0,0.0,0.106,8.0
0.0,626.0,0.0,0.654,93.0
0.0,2951.0,0.0,0.477,49.0
0.0,1665.0,18.0,0.332,127.0
0.0,0.0,0.0,0.63,151.0
0.0,3445.0,0.0,0.561,134.0
0.0,3614.0,473.0,0.148,3.0
0.0,1061.0,0.0,0.558,38.0
0.0,0.0,0.0,0.533,264.0
0.0,1388.0,0.0,0.531,141.0
0.0,4543.0,0.0,0.545,178.0
0.0,21.0,21.0,0.31,272.0
0.0,0.0,0.0,0.654,110.0
0.0,0.0,0.0,0.756,235.0
0.0,0.0,76.0,0.483,256.0
0.0,79.0,123.0,0.512,117.0
0.0,3528.0,506.0,0.082,13.0
0.0,528.0,12.0,0.039,44.0
0.0,1355.0,6.0,0.08,39.0
0.0,1118.0,14.0,0.608,240.0
0.0,2927.0,260.0,0.265,7.0
0.0,1122.0,19.0,0.131,56.0
0.0,4655.0,0.0,0.531,189.0
0.0,3562.0,0.0,0.54,90.0
0.0,4481.0,538.0,0.44,127.0
0.0,5231.0,0.0,0.388,89.0
0.0,2026.0,152.0,0.077,1.0
0.0,0.0,0.0,0.468,223.0
0.0,0.0,0.0,0.854,414.0
0.0,3939.0,0.0,0.213,44.0
0.0,2911.0,0.0,0.515,45.0
0.0,0.0,0.0,0.531,102.0
0.0,3029.0,0.0,0.224,54.0
0.0,0.0,0.0,0.531,257.0
0.0,3457.0,0.0,0.668,20.0
0.0,0.0,88.0,0.522,132.0
0.0,3436.0,0.0,0.802,101.0
0.0,602.0,439.0,0.23,116.0
0.0,4753.0,0.0,0.507,26.0
0.0,3735.0,0.0,0.482,75.0
0.0,3643.0,233.0,0.161,16.0
0.0,2823.0,0.0,0.531,37.0
0.0,4228.0,0.0,0.612,284.0
0.0,4449.0,501.0,0.19,1.0
0.0,0.0,6.0,0.591,292.0
0.0,4792.0,0.0,0.506,38.0
0.0,1180.0,0.0,0.625,203.0
0.0,696.0,16.0,0.528,87.0
0.0,1839.0,0.0,0.136,32.0
0.0,2983.0,615.0,0.564,68.0
0.0,2222.0,6.0,0.568,47.0
0.0,2902.0,0.0,0.531,178.0
0.0,1538.0,0.0,0.477,120.0
0.0,2658.0,25.0,0.208,6.0
0.0,4508.0,0.0,0.504,21.0
0.0,3055.0,0.0,0.66,264.0
0.0,2646.0,0.0,0.443,30.0
0.0,110.0,0.0,0.792,181.0
0.0,1302.0,28.0,0.041,19.0
0.0,0.0,0.0,0.61,146.0
0.0,603.0,506.0,0.144,12.0
0.0,4153.0,41.0,0.237,52.0
0.0,1693.0,0.0,0.531,9.0
0.0,3121.0,0.0,0.474,50.0
0.0,3557.0,0.0,0.416,21.0
0.0,1258.0,0.0,0.474,154.0
0.0,3299.0,0.0,0.25,9.0
0.0,375.0,0.0,0.446,37.0
0.0,5147.0,0.0,0.531,156.0
0.0,1433.0,0.0,0.531,82.0
0.0,1295.0,86.0,0.614,179.0
0.0,1288.0,0.0,0.4,142.0
0.0,3389.0,0.0,0.531,130.0
0.0,4685.0,0.0,0.522,156.0
0.0,0.0,660.0,0.697,110.0
0.0,2032.0,368.0,0.202,21.0
0.0,0.0,57.0,0.531,253.0
0.0,3218.0,16.0,0.059,1.0
0.0,2824.0,0.0,0.525,157.0
0.0,431.0,2.0,0.526,218.0
0.0,0.0,0.0,0.558,136.0
0.0,4364.0,66.0,0.242,7.0
0.0,2504.0,222.0,0.188,2.0
0.0,3705.0,821.0,0.462,63.0
0.0,2494.0,0.0,0.524,139.0
0.0,4392.0,685.0,0.431,29.0
0.0,2866.0,0.0,0.539,36.0
0.0,0.0,0.0,0.531,267.0
0.0,1280.0,0.0,0.47,157.0
0.0,3607.0,0.0,0.46,50.0
0.0,1424.0,475.0,0.096,9.0
0.0,2213.0,2.0,0.222,50.0
0.0,459.0,0.0,0.604,111.0
0.0,159.0,295.0,0.269,11.0
0.0,0.0,0.0,0.531,126.0
0.0,1656.0,0.0,0.829,300.0
0.0,858.0,0.0,0.654,73.0
0.0,1738.0,0.0,0.668,227.0
0.0,878.0,0.0,0.52,228.0
0.0,0.0,0.0,0.481,240.0
0.0,1811.0,581.0,0.104,82.0
0.0,557.0,63.0,0.322,180.0
0.0,0.0,0.0,0.531,296.0
0.0,1332.0,0.0,0.258,114.0
0.0,0.0,0.0,0.531,295.0
0.0,0.0,0.0,0.501,250.0
0.0,1726.0,554.0,0.185,16.0
0.0,2467.0,554.0,0.263,17.0
1.0,456.0,443.0,0.286,182.0
0.0,1738.0,0.0,0.571,50.0
0.0,2260.0,0.0,0.381,69.0
0.0,0.0,0.0,0.496,132.0
0.0,1791.0,0.0,0.531,197.0
0.0,1402.0,0.0,0.654,32.0
0.0,0.0,568.0,0.49,279.0
0.0,4586.0,0.0,0.509,212.0
0.0,3666.0,0.0,0.675,25.0
0.0,0.0,178.0,0.464,79.0
0.0,4362.0,10.0,0.532,184.0
0.0,1836.0,63.0,0.153,99.0
0.0,2473.0,652.0,0.718,18.0
0.0,200.0,0.0,0.432,165.0
0.0,4783.0,126.0,0.175,52.0
0.0,1056.0,1.0,0.541,231.0
0.0,1240.0,91.0,0.511,153.0
0.0,0.0,40.0,0.591,263.0
0.0,88.0,0.0,0.462,138.0
0.0,908.0,0.0,0.272,118.0
0.0,4261.0,22.0,0.639,158.0
0.0,4228.0,581.0,0.185,11.0
0.0,1023.0,0.0,0.531,180.0
0.0,458.0,543.0,0.509,58.0
0.0,145.0,0.0,0.502,232.0
0.0,4543.0,0.0,0.531,45.0
0.0,4123.0,270.0,0.118,13.0
0.0,2717.0,530.0,0.044,53.0
0.0,2685.0,259.0,0.101,18.0
0.0,1641.0,71.0,0.506,219.0
0.0,1409.0,446.0,0.25,103.0
0.0,1432.0,0.0,0.522,19.0
0.0,519.0,519.0,0.072,9.0
0.0,4685.0,0.0,0.522,62.0
0.0,4330.0,557.0,0.114,53.0
0.0,4901.0,560.0,0.082,18.0
0.0,3670.0,0.0,0.603,225.0
0.0,383.0,0.0,0.649,246.0
0.0,4315.0,261.0,0.584,125.0
0.0,3619.0,209.0,0.155,15.0
0.0,2984.0,0.0,0.408,8.0
0.0,557.0,0.0,0.471,168.0
0.0,4124.0,9.0,0.563,106.0
0.0,4739.0,0.0,0.654,25.0
0.0,0.0,0.0,0.538,252.0
0.0,3519.0,457.0,0.234,1.0
0.0,775.0,0.0,0.654,36.0
0.0,3537.0,407.0,0.226,26.0
0.0,4625.0,656.0,0.08,0.0
0.0,1104.0,0.0,0.522,114.0
0.0,1264.0,15.0,0.216,98.0
0.0,1527.0,0.0,0.5,190.0
0.0,2784.0,0.0,0.483,81.0
0.0,1762.0,0.0,0.531,52.0
0.0,0.0,54.0,0.591,298.0
0.0,1364.0,61.0,0.554,218.0
0.0,4643.0,0.0,0.542,12.0
0.0,1858.0,0.0,0.37,88.0
0.0,1862.0,0.0,0.186,58.0
0.0,3126.0,0.0,0.657,132.0
0.0,3464.0,0.0,0.434,55.0
0.0,4298.0,0.0,0.531,124.0
0.0,2603.0,39.0,0.202,3.0
0.0,1279.0,131.0,0.54,190.0
0.0,4190.0,54.0,0.51,132.0
0.0,38.0,6.0,0.621,181.0
0.0,4838.0,549.0,0.213,3.0
0.0,2038.0,0.0,0.53,30.0
0.0,2835.0,0.0,0.531,33.0
0.0,592.0,85.0,0.274,61.0
0.0,1464.0,0.0,0.454,6.0
0.0,2590.0,169.0,0.05,2.0
0.0,1794.0,0.0,0.528,135.0
0.0,4839.0,71.0,0.088,2.0
0.0,3641.0,606.0,0.431,85.0
0.0,3729.0,74.0,0.322,65.0
0.0,4477.0,0.0,0.503,203.0
0.0,832.0,0.0,0.385,6.0
0.0,977.0,44.0,0.634,54.0
0.0,0.0,0.0,0.531,91.0
0.0,1410.0,581.0,0.02,46.0
0.0,656.0,0.0,0.525,233.0
0.0,3425.0,0.0,0.47,110.0
0.0,3400.0,0.0,0.507,44.0
0.0,0.0,0.0,0.531,229.0
0.0,4395.0,0.0,0.441,84.0
0.0,1308.0,0.0,0.531,188.0
0.0,4297.0,0.0,0.686,232.0
0.0,436.0,0.0,0.638,38.0
0.0,1485.0,0.0,0.388,12.0
0.0,3542.0,9.0,0.185,32.0
0.0,0.0,0.0,0.531,243.0
0.0,1256.0,520.0,0.633,24.0
0.0,3567.0,0.0,0.531,41.0
0.0,4059.0,57.0,0.304,6.0
0.0,2948.0,0.0,0.277,91.0
0.0,999.0,19.0,0.556,86.0
0.0,0.0,0.0,0.531,271.0
0.0,1026.0,215.0,0.52,210.0
0.0,1129.0,0.0,0.434,178.0
0.0,1731.0,0.0,0.504,226.0
0.0,0.0,669.0,0.227,27.0
0.0,2491.0,0.0,0.531,80.0
0.0,3247.0,0.0,0.255,6.0
0.0,0.0,0.0,0.578,219.0
0.0,,94.0,0.819,377.0
0.0,2361.0,213.0,0.162,63.0
0.0,3504.0,422.0,0.257,7.0
0.0,1998.0,79.0,0.273,102.0
0.0,0.0,0.0,0.531,271.0
0.0,4655.0,0.0,0.531,189.0
0.0,0.0,0.0,0.729,361.0
0.0,0.0,0.0,0.676,318.0
0.0,4103.0,0.0,0.474,8.0
0.0,828.0,0.0,0.556,218.0
0.0,404.0,0.0,0.531,108.0
0.0,2566.0,628.0,0.22,38.0
0.0,3016.0,0.0,0.195,55.0
0.0,2828.0,0.0,0.654,49.0
0.0,4196.0,299.0,0.258,3.0
0.0,2559.0,0.0,0.184,14.0
0.0,26.0,169.0,0.534,319.0
0.0,0.0,0.0,0.586,277.0
0.0,0.0,0.0,0.654,88.0
0.0,2180.0,17.0,0.537,87.0
0.0,1919.0,0.0,0.528,72.0
0.0,1371.0,107.0,0.534,76.0
0.0,2152.0,38.0,0.654,89.0
0.0,572.0,433.0,0.154,7.0
0.0,3772.0,0.0,0.6,120.0
0.0,3926.0,0.0,0.53,164.0
0.0,0.0,0.0,0.45,91.0
0.0,0.0,0.0,0.531,238.0
0.0,0.0,0.0,0.536,177.0
0.0,4488.0,0.0,0.486,31.0
0.0,1246.0,0.0,0.33,7.0
0.0,1177.0,0.0,0.479,69.0
0.0,1392.0,13.0,0.494,190.0
0.0,2977.0,0.0,0.578,101.0
0.0,2877.0,68.0,0.223,83.0
0.0,1610.0,0.0,0.546,133.0
0.0,490.0,233.0,0.233,5.0
0.0,2898.0,238.0,0.659,62.0
0.0,0.0,0.0,0.503,238.0
0.0,4460.0,0.0,0.499,44.0
0.0,1178.0,85.0,0.273,147.0
0.0,4648.0,7.0,0.81,259.0
0.0,1818.0,2.0,0.084,17.0
0.0,389.0,585.0,0.226,114.0
0.0,1265.0,565.0,0.346,21.0
0.0,284.0,0.0,0.58,291.0
0.0,1733.0,0.0,0.536,18.0
0.0,0.0,0.0,0.672,323.0
0.0,4158.0,49.0,0.041,23.0
0.0,3677.0,267.0,0.125,16.0
0.0,1491.0,0.0,0.867,349.0
0.0,0.0,0.0,0.467,92.0
0.0,2767.0,259.0,0.29,38.0
0.0,0.0,0.0,0.434,211.0
0.0,0.0,0.0,0.502,184.0
0.0,1433.0,0.0,0.771,99.0
0.0,0.0,0.0,0.531,161.0
0.0,432.0,0.0,0.531,254.0
0.0,463.0,0.0,0.531,203.0
0.0,4717.0,23.0,0.336,2.0
0.0,873.0,0.0,0.802,166.0
0.0,3635.0,0.0,0.611,106.0
0.0,930.0,68.0,0.631,74.0
0.0,0.0,0.0,0.469,183.0
0.0,0.0,0.0,0.654,131.0
0.0,0.0,0.0,0.469,219.0
0.0,1975.0,135.0,0.278,104.0
1.0,111.0,0.0,0.506,250.0
0.0,1937.0,174.0,0.25,5.0
0.0,1198.0,0.0,0.502,55.0
0.0,262.0,0.0,0.578,266.0
0.0,0.0,0.0,0.545,348.0
0.0,0.0,0.0,0.402,88.0
0.0,0.0,559.0,0.395,216.0
0.0,0.0,0.0,0.46,227.0
0.0,0.0,0.0,0.495,283.0
0.0,2213.0,0.0,0.466,146.0
0.0,0.0,0.0,0.531,142.0
0.0,2092.0,0.0,0.694,108.0
0.0,2873.0,0.0,0.469,172.0
0.0,358.0,154.0,0.547,70.0
0.0,262.0,2.0,0.843,163.0
0.0,1796.0,22.0,0.67,163.0
0.0,0.0,117.0,0.513,239.0
0.0,707.0,286.0,0.323,165.0
0.0,1659.0,0.0,0.444,83.0
0.0,4457.0,0.0,0.239,5.0
0.0,414.0,604.0,0.142,78.0
0.0,339.0,158.0,0.571,277.0
0.0,3617.0,276.0,0.341,6.0
0.0,481.0,481.0,0.309,41.0
0.0,1886.0,0.0,0.55,48.0
0.0,4166.0,0.0,0.493,137.0
0.0,4415.0,258.0,0.359,126.0
0.0,2050.0,0.0,0.589,65.0
0.0,507.0,0.0,0.577,217.0
0.0,2658.0,392.0,0.617,197.0
0.0,0.0,0.0,0.531,249.0
0.0,1326.0,0.0,0.531,178.0
0.0,3431.0,591.0,0.671,49.0
0.0,3543.0,0.0,0.493,21.0
0.0,0.0,0.0,0.551,246.0
0.0,433.0,0.0,0.177,13.0
0.0,830.0,0.0,0.494,202.0
0.0,48.0,12.0,0.374,232.0
0.0,3437.0,0.0,0.494,108.0
0.0,2240.0,113.0,0.173,6.0
0.0,1458.0,0.0,0.528,229.0
0.0,2455.0,0.0,0.531,116.0
0.0,0.0,72.0,0.499,114.0
0.0,4592.0,0.0,0.372,87.0
0.0,4255.0,0.0,0.414,81.0
0.0,2885.0,466.0,0.345,76.0
0.0,371.0,0.0,0.289,138.0
0.0,3697.0,29.0,0.15,9.0
0.0,3690.0,0.0,0.409,21.0
0.0,0.0,0.0,0.654,130.0
0.0,0.0,0.0,0.531,130.0
0.0,1359.0,42.0,0.367,110.0
0.0,0.0,492.0,0.243,136.0
0.0,4174.0,0.0,0.408,195.0
0.0,1468.0,0.0,0.561,197.0
0.0,1100.0,525.0,0.117,68.0
0.0,4087.0,471.0,0.423,8.0
0.0,4851.0,494.0,0.186,30.0
0.0,828.0,662.0,0.289,32.0
0.0,0.0,0.0,0.515,162.0
0.0,3662.0,511.0,0.101,6.0
0.0,374.0,0.0,0.43,72.0
0.0,3597.0,201.0,0.107,10.0
0.0,2162.0,0.0,0.304,15.0
0.0,1865.0,0.0,0.184,59.0
0.0,1375.0,0.0,0.312,23.0
0.0,0.0,0.0,0.531,95.0
0.0,4296.0,0.0,0.531,192.0
0.0,1270.0,0.0,0.654,19.0
0.0,3010.0,0.0,0.507,183.0
0.0,0.0,0.0,0.508,143.0
0.0,4173.0,0.0,0.84,139.0
0.0,198.0,0.0,0.707,278.0
0.0,0.0,496.0,0.253,70.0
0.0,1175.0,379.0,0.104,10.0
0.0,3131.0,0.0,0.411,148.0
0.0,861.0,79.0,0.333,22.0
0.0,923.0,2.0,0.764,278.0
0.0,4824.0,0.0,0.236,54.0
0.0,4483.0,586.0,0.471,108.0
0.0,1407.0,0.0,0.538,189.0
0.0,5215.0,315.0,0.097,21.0
0.0,4632.0,0.0,0.654,205.0
0.0,2943.0,467.0,0.662,19.0
0.0,4269.0,0.0,0.887,343.0
0.0,2042.0,0.0,0.344,38.0
0.0,4695.0,3.0,0.391,6.0
0.0,0.0,0.0,0.531,101.0
0.0,0.0,0.0,0.538,287.0
0.0,0.0,0.0,0.53,253.0
0.0,2896.0,0.0,0.497,163.0
0.0,1538.0,654.0,0.079,10.0
0.0,0.0,62.0,0.572,328.0
0.0,595.0,3.0,0.655,258.0
0.0,1893.0,49.0,0.093,16.0
0.0,0.0,0.0,0.522,337.0
0.0,1168.0,0.0,0.499,63.0
0.0,3003.0,0.0,0.57,41.0
0.0,2193.0,0.0,0.531,173.0
0.0,63.0,63.0,0.554,279.0
0.0,295.0,0.0,0.356,76.0
0.0,0.0,0.0,0.61,231.0
0.0,4423.0,7.0,0.677,258.0
0.0,4925.0,5.0,0.162,32.0
0.0,0.0,0.0,0.531,125.0
0.0,912.0,0.0,0.436,30.0
0.0,4573.0,0.0,0.653,36.0
0.0,1130.0,273.0,0.308,34.0
0.0,1753.0,0.0,0.521,58.0
0.0,4277.0,0.0,0.479,58.0
0.0,556.0,0.0,0.45,31.0
0.0,4473.0,0.0,0.767,35.0
0.0,5168.0,0.0,0.531,192.0
0.0,992.0,0.0,0.636,81.0
0.0,4201.0,0.0,0.422,68.0
0.0,0.0,0.0,0.593,147.0
0.0,382.0,68.0,0.887,392.0
0.0,1422.0,0.0,0.531,99.0
0.0,4036.0,0.0,0.276,78.0
0.0,0.0,0.0,0.535,121.0
0.0,4779.0,0.0,0.565,126.0
0.0,2976.0,0.0,0.489,103.0
0.0,2913.0,63.0,0.108,0.0
0.0,8.0,8.0,0.372,245.0
0.0,0.0,0.0,0.479,46.0
0.0,3493.0,34.0,0.288,53.0
0.0,0.0,0.0,0.531,253.0
0.0,0.0,0.0,0.556,272.0
0.0,1012.0,11.0,0.244,117.0
0.0,3652.0,0.0,0.531,62.0
0.0,4630.0,0.0,0.462,17.0
0.0,5207.0,0.0,0.441,134.0
0.0,5268.0,11.0,0.284,1.0
0.0,1364.0,14.0,0.124,85.0
0.0,4685.0,0.0,0.604,152.0
0.0,1000.0,0.0,0.265,15.0
0.0,608.0,87.0,0.331,125.0
0.0,744.0,0.0,0.242,42.0
0.0,0.0,627.0,0.518,130.0
0.0,4431.0,0.0,0.401,24.0
0.0,0.0,0.0,0.693,358.0
0.0,1433.0,635.0,0.336,172.0
0.0,82.0,95.0,0.585,320.0
0.0,575.0,513.0,0.293,149.0
0.0,2916.0,10.0,0.221,19.0
0.0,3537.0,0.0,0.461,7.0
0.0,1536.0,770.0,0.286,24.0
0.0,919.0,563.0,0.122,8.0
1.0,0.0,5.0,0.686,364.0
0.0,1043.0,0.0,0.574,48.0
0.0,1408.0,0.0,0.531,208.0
0.0,759.0,0.0,0.499,190.0
0.0,2883.0,0.0,0.192,3.0
0.0,0.0,0.0,0.531,259.0
0.0,1757.0,0.0,0.531,185.0
0.0,4622.0,12.0,0.26,39.0
0.0,1021.0,85.0,0.418,197.0
0.0,4187.0,41.0,0.286,51.0
0.0,0.0,0.0,0.531,119.0
0.0,4025.0,182.0,0.154,31.0
0.0,4618.0,0.0,0.663,214.0
0.0,0.0,183.0,0.813,147.0
0.0,0.0,0.0,0.496,132.0
0.0,36.0,36.0,0.339,144.0
0.0,3684.0,0.0,0.382,8.0
0.0,0.0,0.0,0.531,295.0
0.0,300.0,8.0,0.861,308.0
0.0,4224.0,0.0,0.45,63.0
0.0,4508.0,0.0,0.444,47.0
0.0,2971.0,728.0,0.102,3.0
0.0,0.0,0.0,0.531,299.0
0.0,598.0,57.0,0.584,208.0
0.0,0.0,0.0,0.654,364.0
0.0,1672.0,0.0,0.111,47.0
0.0,4441.0,722.0,0.422,17.0
0.0,1095.0,530.0,0.398,131.0
0.0,0.0,0.0,0.531,266.0
1.0,0.0,0.0,0.531,224.0
0.0,0.0,0.0,0.653,280.0
0.0,0.0,179.0,0.524,214.0
0.0,143.0,0.0,0.305,92.0
0.0,29.0,29.0,0.286,191.0
0.0,2357.0,36.0,0.336,149.0
0.0,4268.0,214.0,0.186,40.0
0.0,1504.0,0.0,0.531,87.0
0.0,4581.0,361.0,0.316,75.0
0.0,5213.0,200.0,0.091,12.0
0.0,4830.0,0.0,0.796,30.0
0.0,5074.0,102.0,0.534,148.0
0.0,5197.0,556.0,0.326,13.0
0.0,8.0,0.0,0.66,224.0
0.0,3706.0,27.0,0.13,30.0
0.0,4247.0,568.0,0.225,105.0
0.0,0.0,0.0,0.797,373.0
0.0,947.0,0.0,0.531,185.0
0.0,835.0,0.0,0.361,61.0
0.0,222.0,725.0,0.436,92.0
0.0,0.0,0.0,0.531,259.0
0.0,798.0,692.0,0.102,22.0
0.0,1666.0,527.0,0.686,36.0
0.0,4840.0,0.0,0.531,34.0
0.0,1142.0,121.0,0.042,46.0
0.0,1064.0,216.0,0.459,187.0
0.0,0.0,0.0,0.499,188.0
0.0,2889.0,673.0,0.275,64.0
0.0,856.0,173.0,0.256,141.0
0.0,0.0,0.0,0.609,283.0
0.0,427.0,0.0,0.28,161.0
0.0,3554.0,0.0,0.568,32.0
0.0,1238.0,299.0,0.508,186.0
0.0,1903.0,72.0,0.1,32.0
0.0,2461.0,210.0,0.128,1.0
0.0,2630.0,16.0,0.414,67.0
0.0,3551.0,162.0,0.316,22.0
0.0,2776.0,0.0,0.554,105.0
0.0,2626.0,0.0,0.654,66.0
0.0,4082.0,0.0,0.564,25.0
0.0,3754.0,0.0,0.483,63.0
0.0,1820.0,0.0,0.414,31.0
0.0,0.0,0.0,0.531,119.0
0.0,2594.0,0.0,0.862,240.0
0.0,478.0,603.0,0.201,19.0
0.0,92.0,0.0,0.531,282.0
0.0,4612.0,0.0,0.742,243.0
0.0,329.0,0.0,0.424,88.0
0.0,1107.0,0.0,0.499,19.0
0.0,4150.0,0.0,0.408,35.0
0.0,1635.0,360.0,0.152,76.0
0.0,4828.0,323.0,0.76,49.0
0.0,3337.0,300.0,0.12,17.0
0.0,0.0,0.0,0.423,47.0
0.0,1295.0,86.0,0.614,179.0
0.0,2622.0,34.0,0.14,1.0
0.0,3440.0,518.0,0.282,11.0
0.0,364.0,420.0,0.27,11.0
0.0,0.0,23.0,0.556,337.0
0.0,0.0,0.0,0.527,246.0
0.0,557.0,0.0,0.486,19.0
0.0,1803.0,0.0,0.523,45.0
0.0,0.0,0.0,0.544,317.0
0.0,1223.0,523.0,0.113,84.0
0.0,503.0,0.0,0.531,229.0
0.0,4310.0,0.0,0.492,16.0
0.0,3571.0,132.0,0.482,61.0
0.0,1107.0,0.0,0.529,200.0
0.0,1174.0,36.0,0.23,119.0
